X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,geotracker_meta
4.36610043,50.85373442,0,0,24,78.8,2022.07.22 07:07:29+00,,,,,,,,,,,,,,,,,,,,,,
4.36606971,50.85361323,0,0,25,78.4,2022.07.22 07:07:30+00,,,,,,,,,,,,,,,,,,,,,,
4.3659862,50.85343731,0,0,26,80.33,2022.07.22 07:07:35+00,,,,,,,,,,,,,,,,,,,,,,
4.36597352,50.85356703,0,0,27,87.62,2022.07.22 07:07:47+00,,,,,,,,,,,,,,,,,,,,,,
4.36582971,50.85357151,0,0,28,94.78,2022.07.22 07:09:00+00,,,,,,,,,,,,,,,,,,,,,,
4.36562688,50.85345764,0,0,29,93.05,2022.07.22 07:09:05+00,,,,,,,,,,,,,,,,,,,,,,
4.36555616,50.85337742,0,0,30,93.15,2022.07.22 07:09:06+00,,,,,,,,,,,,,,,,,,,,,,
4.36550354,50.85322254,0,0,31,95.71,2022.07.22 07:09:09+00,,,,,,,,,,,,,,,,,,,,,,
4.36546942,50.85308833,0,0,32,96.7,2022.07.22 07:09:11+00,,,,,,,,,,,,,,,,,,,,,,
4.36545312,50.85296819,0,0,33,97.84,2022.07.22 07:09:13+00,,,,,,,,,,,,,,,,,,,,,,
4.3654465,50.85283603,0,0,34,98.9,2022.07.22 07:09:15+00,,,,,,,,,,,,,,,,,,,,,,
4.36544058,50.85274092,0,0,35,99.5,2022.07.22 07:09:17+00,,,,,,,,,,,,,,,,,,,,,,
4.36543166,50.85260063,0,0,36,98.81,2022.07.22 07:09:19+00,,,,,,,,,,,,,,,,,,,,,,
4.36544563,50.85228248,0,0,37,97.5,2022.07.22 07:09:22+00,,,,,,,,,,,,,,,,,,,,,,
4.36545557,50.85200492,0,0,38,97.89,2022.07.22 07:09:25+00,,,,,,,,,,,,,,,,,,,,,,
4.36513618,50.85036962,0,0,39,101.54,2022.07.22 07:09:36+00,,,,,,,,,,,,,,,,,,,,,,
4.3631954,50.84801971,0,0,40,117.07,2022.07.22 07:10:40+00,,,,,,,,,,,,,,,,,,,,,,
4.36319135,50.84791803,0,0,41,117.26,2022.07.22 07:10:41+00,,,,,,,,,,,,,,,,,,,,,,
4.36261623,50.84785008,0,0,42,122.47,2022.07.22 07:10:44.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36269986,50.84776289,0,0,43,130.43,2022.07.22 07:10:57.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36264634,50.84766795,0,0,44,131.08,2022.07.22 07:11:01.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36295981,50.84692872,0,0,45,77.32,2022.07.22 07:11:58.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36290272,50.84677183,0,0,46,80.99,2022.07.22 07:11:59.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36289313,50.84653151,0,0,47,86.33,2022.07.22 07:12:00.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36289635,50.84605055,0,0,48,103.43,2022.07.22 07:12:02.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36291089,50.84566817,0,0,49,119.03,2022.07.22 07:12:03.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36282926,50.84549585,0,0,50,133.03,2022.07.22 07:12:04.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36256652,50.84543738,0,0,51,140.95,2022.07.22 07:12:05.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36249622,50.84533228,0,0,52,146.66,2022.07.22 07:12:06.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36242665,50.84522125,0,0,53,151.13,2022.07.22 07:12:07.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36233369,50.84511377,0,0,54,155.07,2022.07.22 07:12:08.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36224742,50.84503096,0,0,55,158.27,2022.07.22 07:12:09.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36215514,50.8449482,0,0,56,160.54,2022.07.22 07:12:10.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36204664,50.84484969,0,0,57,162.73,2022.07.22 07:12:11.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36194118,50.84476267,0,0,58,164.71,2022.07.22 07:12:12.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36185996,50.84466954,0,0,59,166.09,2022.07.22 07:12:13.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36178183,50.84457073,0,0,60,167.02,2022.07.22 07:12:14.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36165893,50.84438516,0,0,61,168.03,2022.07.22 07:12:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36161156,50.8442963,0,0,62,168.14,2022.07.22 07:12:17.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36154888,50.84420744,0,0,63,167.78,2022.07.22 07:12:18.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36141028,50.84407591,0,0,64,166.17,2022.07.22 07:12:20.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36128989,50.84397129,0,0,65,163.03,2022.07.22 07:12:22.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36123001,50.84387257,0,0,66,160.33,2022.07.22 07:12:24.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36112704,50.84377457,0,0,67,158.73,2022.07.22 07:12:27.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36103876,50.84370373,0,0,68,158.15,2022.07.22 07:12:30.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36089919,50.84365889,0,0,69,152.07,2022.07.22 07:12:33.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36078985,50.84358868,0,0,70,137.65,2022.07.22 07:12:57.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36066983,50.84352045,0,0,71,136.8,2022.07.22 07:13:04.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36060481,50.84342967,0,0,72,136.11,2022.07.22 07:13:08.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36056004,50.84334124,0,0,73,133.59,2022.07.22 07:13:10.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36051665,50.84318887,0,0,74,130.74,2022.07.22 07:13:12.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36047265,50.84304221,0,0,75,129.41,2022.07.22 07:13:14.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36043226,50.84294631,0,0,76,127.5,2022.07.22 07:13:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36034313,50.84285327,0,0,77,126.27,2022.07.22 07:13:18.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36023659,50.84277301,0,0,78,125.04,2022.07.22 07:13:20.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36012628,50.84270106,0,0,79,123.4,2022.07.22 07:13:22.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36000234,50.84262648,0,0,80,121.8,2022.07.22 07:13:24.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35984008,50.84256175,0,0,81,121.16,2022.07.22 07:13:26.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35971071,50.84250558,0,0,82,121.09,2022.07.22 07:13:29.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35957635,50.84242954,0,0,83,120.93,2022.07.22 07:13:32.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35944719,50.84234282,0,0,84,120.84,2022.07.22 07:13:35.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35930696,50.84224511,0,0,85,121.41,2022.07.22 07:13:38.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35920582,50.84215092,0,0,86,121.1,2022.07.22 07:13:41.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35906312,50.84209751,0,0,87,121.29,2022.07.22 07:13:46.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35896223,50.84202016,0,0,88,121.71,2022.07.22 07:13:49.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35881731,50.84192304,0,0,89,122.28,2022.07.22 07:13:52.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35865584,50.84182618,0,0,90,122.76,2022.07.22 07:13:55.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35853658,50.84174686,0,0,91,123.11,2022.07.22 07:13:57.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35843871,50.84167617,0,0,92,123.78,2022.07.22 07:13:59.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35833969,50.84160047,0,0,93,124.56,2022.07.22 07:14:01.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35824544,50.84152565,0,0,94,124.97,2022.07.22 07:14:03.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35814735,50.84145632,0,0,95,125.83,2022.07.22 07:14:08.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35786215,50.84114921,0,0,96,122.6,2022.07.22 07:14:37.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35766965,50.84102649,0,0,97,97.42,2022.07.22 07:14:43.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35757706,50.84094198,0,0,98,82.18,2022.07.22 07:14:47.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35742252,50.84079287,0,0,99,100.82,2022.07.22 07:14:53.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35727825,50.84069116,0,0,100,106.31,2022.07.22 07:14:55.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35713465,50.84060639,0,0,101,124.61,2022.07.22 07:15:11.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3569829,50.84051338,0,0,102,130.36,2022.07.22 07:15:14.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35686253,50.84043368,0,0,103,132.3,2022.07.22 07:15:15.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35674098,50.84035888,0,0,104,133.69,2022.07.22 07:15:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35658017,50.84026623,0,0,105,135.28,2022.07.22 07:15:18.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35642092,50.84016506,0,0,106,135.61,2022.07.22 07:15:20.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35631668,50.84009815,0,0,107,135.58,2022.07.22 07:15:21.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3561956,50.84002086,0,0,108,134.98,2022.07.22 07:15:22.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35608246,50.83994122,0,0,109,134.29,2022.07.22 07:15:23.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35597499,50.8398662,0,0,110,133.5,2022.07.22 07:15:24.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35586641,50.83978946,0,0,111,132.84,2022.07.22 07:15:25.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3557622,50.83970583,0,0,112,132.39,2022.07.22 07:15:26.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35565072,50.8396137,0,0,113,132.12,2022.07.22 07:15:27.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35550678,50.83949944,0,0,114,132.03,2022.07.22 07:15:28.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35536836,50.83939091,0,0,115,132.09,2022.07.22 07:15:29.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35522771,50.83927842,0,0,116,132.28,2022.07.22 07:15:30.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35509734,50.83917095,0,0,117,132.63,2022.07.22 07:15:31.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35496823,50.83906441,0,0,118,133.02,2022.07.22 07:15:32.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35484987,50.83896889,0,0,119,133.27,2022.07.22 07:15:33.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35474307,50.83888136,0,0,120,133.44,2022.07.22 07:15:34.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35463095,50.83878689,0,0,121,133.51,2022.07.22 07:15:35.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35452497,50.83869655,0,0,122,133.48,2022.07.22 07:15:36.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35442563,50.83861187,0,0,123,133.41,2022.07.22 07:15:37.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35245974,50.83718839,0,0,124,130.67,2022.07.22 07:15:58.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35256973,50.83725106,0,0,125,128.17,2022.07.22 07:16:00.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35272524,50.83719128,0,0,126,123.39,2022.07.22 07:16:04.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35285601,50.83712008,0,0,127,123.4,2022.07.22 07:16:07.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35298404,50.83703457,0,0,128,120.71,2022.07.22 07:16:10.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35312194,50.83695658,0,0,129,119.31,2022.07.22 07:16:13.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3532922,50.83687305,0,0,130,118.71,2022.07.22 07:16:38.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35340507,50.83680653,0,0,131,120.29,2022.07.22 07:16:41.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35352293,50.83674077,0,0,132,122.36,2022.07.22 07:16:43.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35364293,50.83666964,0,0,133,123.78,2022.07.22 07:16:45.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35376421,50.83658775,0,0,134,124.81,2022.07.22 07:16:47.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35386583,50.83651437,0,0,135,126.22,2022.07.22 07:16:49.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35398832,50.83644277,0,0,136,128.3,2022.07.22 07:16:51.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35413281,50.8363562,0,0,137,129.82,2022.07.22 07:16:53.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3542635,50.83627526,0,0,138,131.13,2022.07.22 07:16:55.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35436965,50.83621263,0,0,139,131.37,2022.07.22 07:16:58.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35443632,50.83613208,0,0,140,132.02,2022.07.22 07:17:02.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35451004,50.83605229,0,0,141,132.86,2022.07.22 07:17:06.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35460511,50.83596685,0,0,142,133.49,2022.07.22 07:17:09.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35470143,50.83588986,0,0,143,134.15,2022.07.22 07:17:12.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35478411,50.83581484,0,0,144,134.8,2022.07.22 07:17:15.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35488021,50.83574026,0,0,145,135.44,2022.07.22 07:17:19.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35501888,50.83562331,0,0,146,136.21,2022.07.22 07:17:28.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35513298,50.83561922,0,0,147,132.59,2022.07.22 07:19:29.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35504945,50.83572936,0,0,148,133.34,2022.07.22 07:20:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35515402,50.83564783,0,0,149,134.18,2022.07.22 07:20:50.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35528917,50.8355656,0,0,150,134.11,2022.07.22 07:20:54.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35539144,50.83549004,0,0,151,133.79,2022.07.22 07:20:57.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35551311,50.83538748,0,0,152,133.29,2022.07.22 07:21:00.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35562084,50.83530052,0,0,153,133.18,2022.07.22 07:21:04.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35571408,50.83522155,0,0,154,133.01,2022.07.22 07:21:08.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35582925,50.83513173,0,0,155,132.77,2022.07.22 07:21:12.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35591932,50.83506008,0,0,156,132.78,2022.07.22 07:21:14.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35600818,50.8349845,0,0,157,133.23,2022.07.22 07:21:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35613332,50.83487657,0,0,158,131.85,2022.07.22 07:21:19.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35625883,50.83477243,0,0,159,131.67,2022.07.22 07:21:22.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35636412,50.83468748,0,0,160,131.56,2022.07.22 07:21:24.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3564553,50.83461496,0,0,161,130.99,2022.07.22 07:21:26.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35657235,50.83451127,0,0,162,130.8,2022.07.22 07:21:28.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35670259,50.83438462,0,0,163,130.72,2022.07.22 07:21:30.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35681843,50.83427007,0,0,164,130.54,2022.07.22 07:21:32.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3569136,50.83416625,0,0,165,130.34,2022.07.22 07:21:35.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35699338,50.83408533,0,0,166,130.18,2022.07.22 07:21:38.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35708232,50.83399486,0,0,167,130.1,2022.07.22 07:21:40.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35719405,50.83388032,0,0,168,130.02,2022.07.22 07:21:42.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35729695,50.83374639,0,0,169,129.45,2022.07.22 07:21:48.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35738097,50.83359728,0,0,170,129.35,2022.07.22 07:21:50.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35744319,50.83345826,0,0,171,129.26,2022.07.22 07:21:52.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35749195,50.83334256,0,0,172,129.25,2022.07.22 07:21:54.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35755774,50.83323984,0,0,173,129.42,2022.07.22 07:21:57.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35762684,50.83315851,0,0,174,130.89,2022.07.22 07:21:59.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35769661,50.83307665,0,0,175,131.49,2022.07.22 07:22:02.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35780895,50.83298844,0,0,176,133.05,2022.07.22 07:22:07.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3578865,50.83290662,0,0,177,139.07,2022.07.22 07:22:29.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35801027,50.83281799,0,0,178,141.55,2022.07.22 07:22:32.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3581525,50.83272345,0,0,179,144.64,2022.07.22 07:22:36.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35827933,50.83265679,0,0,180,146.13,2022.07.22 07:22:38.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35839538,50.83258502,0,0,181,148.17,2022.07.22 07:22:41.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3585429,50.83250774,0,0,182,149.35,2022.07.22 07:22:43.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35867653,50.83243721,0,0,183,159.24,2022.07.22 07:22:45.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35881373,50.83235502,0,0,184,168.2,2022.07.22 07:22:48.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35895612,50.83227888,0,0,185,172.47,2022.07.22 07:22:51.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35908367,50.83220552,0,0,186,176.66,2022.07.22 07:22:54.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3591904,50.83214356,0,0,187,180.63,2022.07.22 07:22:56.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35931818,50.83207275,0,0,188,184.76,2022.07.22 07:22:58.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35944192,50.83199541,0,0,189,189.39,2022.07.22 07:23:00.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35958971,50.8319071,0,0,190,193.88,2022.07.22 07:23:02.999+00,,,,,,,,,,,,,,,,,,,,,,
4.35974988,50.83182275,0,0,191,193.35,2022.07.22 07:23:05.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3598652,50.83175929,0,0,192,192.83,2022.07.22 07:23:07.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3600235,50.8316751,0,0,193,192.75,2022.07.22 07:23:10.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36017464,50.8315915,0,0,194,193.21,2022.07.22 07:23:13.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36032482,50.83150236,0,0,195,192.56,2022.07.22 07:23:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36044785,50.83143159,0,0,196,191.95,2022.07.22 07:23:18.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36057941,50.83133131,0,0,197,192.09,2022.07.22 07:23:20.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36065893,50.83125502,0,0,198,192.49,2022.07.22 07:23:21.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36078775,50.8311376,0,0,199,192.89,2022.07.22 07:23:22.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36085041,50.83105621,0,0,200,193.21,2022.07.22 07:23:23.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36098732,50.83090681,0,0,201,193.33,2022.07.22 07:23:24.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36107173,50.83075021,0,0,202,193.31,2022.07.22 07:23:25.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36116241,50.83056296,0,0,203,193.08,2022.07.22 07:23:26.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36109838,50.83040496,0,0,204,192.57,2022.07.22 07:23:27.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36109775,50.83024362,0,0,205,191.89,2022.07.22 07:23:28.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36116866,50.83010442,0,0,206,190.96,2022.07.22 07:23:29.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36129455,50.82990242,0,0,207,189.87,2022.07.22 07:23:30.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36131172,50.82979371,0,0,208,188.63,2022.07.22 07:23:31.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36127137,50.82968007,0,0,209,186.05,2022.07.22 07:23:33.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36137002,50.82957596,0,0,210,184.73,2022.07.22 07:23:34.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36150452,50.82951044,0,0,211,183.64,2022.07.22 07:23:35.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36160983,50.82944094,0,0,212,182.64,2022.07.22 07:23:36.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36165526,50.82935099,0,0,213,182.04,2022.07.22 07:23:37.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36171028,50.82926463,0,0,214,182.02,2022.07.22 07:23:38.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36185554,50.82915139,0,0,215,182.07,2022.07.22 07:23:40.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3619622,50.82907488,0,0,216,182.13,2022.07.22 07:23:41.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3620597,50.82900153,0,0,217,183.04,2022.07.22 07:23:42.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36219089,50.82894327,0,0,218,182.25,2022.07.22 07:24:07.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36230421,50.82888208,0,0,219,182.14,2022.07.22 07:24:10.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36237651,50.82878386,0,0,220,181.57,2022.07.22 07:24:16.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36246014,50.82870497,0,0,221,178.9,2022.07.22 07:24:20.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36254963,50.82859821,0,0,222,174.58,2022.07.22 07:24:44.999+00,,,,,,,,,,,,,,,,,,,,,,
4.3626649,50.82850237,0,0,223,174.07,2022.07.22 07:24:47.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36277752,50.82841854,0,0,224,170.8,2022.07.22 07:24:50.999+00,,,,,,,,,,,,,,,,,,,,,,
4.36288883,50.82834267,0,0,225,168.7,2022.07.22 07:24:52.999+00,,,,,,,,,,,,,,,,,,,,,,
