"t","longitude","latitude","x","y","label"
"678","2021-11-14 17:07:09",12.270275,56.246585,702617.283430959,6238334.19774884,"02-fishing"
"679","2021-11-14 17:07:18",12.270113,56.246638,702606.970469516,6238339.61643736,"02-fishing"
"680","2021-11-14 17:07:30",12.269898,56.246713,702593.258931116,6238347.32634225,"02-fishing"
"681","2021-11-14 17:07:38",12.269743,56.24677,702583.358418008,6238353.2106093,"02-fishing"
"682","2021-11-14 17:07:49",12.269565,56.246828,702572.028233675,6238359.13847483,"02-fishing"
"683","2021-11-14 17:07:59",12.269387,56.246892,702560.666383945,6238365.73376432,"02-fishing"
"684","2021-11-14 17:08:09",12.269213,56.246955,702549.557576439,6238372.22961592,"02-fishing"
"685","2021-11-14 17:08:18",12.269053,56.24701,702539.358094489,6238377.87681163,"02-fishing"
"686","2021-11-14 17:08:30",12.26884,56.247083,702525.781232542,6238385.3703458,"02-fishing"
"687","2021-11-14 17:08:38",12.268698,56.247135,702516.712412163,6238390.73683355,"02-fishing"
"688","2021-11-14 17:08:49",12.268502,56.247202,702504.220141212,6238397.61303341,"02-fishing"
"689","2021-11-14 17:08:59",12.268325,56.247267,702492.915152385,6238404.32267221,"02-fishing"
"690","2021-11-14 17:09:09",12.268147,56.247332,702481.548269433,6238411.02939998,"02-fishing"
"691","2021-11-14 17:09:18",12.267995,56.247387,702471.844416567,6238416.70027562,"02-fishing"
"692","2021-11-14 17:09:30",12.26778,56.247463,702458.128100867,6238424.52183736,"02-fishing"
"693","2021-11-14 17:09:38",12.267638,56.247517,702449.048891759,6238430.11093054,"02-fishing"
"694","2021-11-14 17:09:49",12.267438,56.247588,702436.288011026,6238437.42049555,"02-fishing"
"695","2021-11-14 17:09:59",12.267258,56.24765,702424.813287757,6238443.78779415,"02-fishing"
"696","2021-11-14 17:10:09",12.267077,56.247715,702413.260831974,6238450.48588122,"02-fishing"
"697","2021-11-14 17:10:18",12.266917,56.247773,702403.045888929,6238456.46709296,"02-fishing"
"698","2021-11-14 17:10:30",12.266702,56.24785,702389.324553974,6238464.40010332,"02-fishing"
"699","2021-11-14 17:10:38",12.26656,56.247903,702380.250801443,6238469.87810685,"02-fishing"
"700","2021-11-14 17:10:49",12.26636,56.247975,702367.48488442,6238477.29910544,"02-fishing"
"701","2021-11-14 17:10:59",12.266182,56.248038,702356.128956468,6238483.78369439,"02-fishing"
"702","2021-11-14 17:11:18",12.265842,56.248155,702334.455567009,6238495.79887808,"02-fishing"
"703","2021-11-14 17:11:30",12.265633,56.24824,702321.063849254,6238504.6395925,"02-fishing"
"704","2021-11-14 17:11:38",12.265495,56.248288,702312.264372267,6238509.5733261,"02-fishing"
"705","2021-11-14 17:11:49",12.2653,56.248358,702299.818893667,6238516.78674645,"02-fishing"
"706","2021-11-14 17:11:59",12.265123,56.248425,702288.504001995,6238523.7193793,"02-fishing"
"707","2021-11-14 17:12:18",12.2648,56.248552,702267.83104169,6238536.89715735,"02-fishing"
"708","2021-11-14 17:12:30",12.26459,56.248625,702254.440969698,6238544.40034684,"02-fishing"
"709","2021-11-14 17:12:39",12.264433,56.248685,702244.401717345,6238550.61320576,"02-fishing"
"710","2021-11-14 17:12:49",12.264253,56.248753,702232.89594907,6238557.64840454,"02-fishing"
"711","2021-11-14 17:13:10",12.263895,56.248887,702210.018932412,6238571.50230031,"02-fishing"
"712","2021-11-14 17:13:19",12.263738,56.248945,702199.990358408,6238577.49279583,"02-fishing"
"713","2021-11-14 17:13:30",12.263547,56.249013,702187.803533211,6238584.49581477,"02-fishing"
"714","2021-11-14 17:13:39",12.263392,56.249068,702177.914697614,6238590.15853501,"02-fishing"
"715","2021-11-14 17:13:49",12.26322,56.249132,702166.925662133,6238596.77246398,"02-fishing"
"716","2021-11-14 17:14:10",12.262855,56.249265,702143.620858138,6238610.49492429,"02-fishing"
"717","2021-11-14 17:14:29",12.262502,56.249393,702121.085692451,6238623.69656635,"02-fishing"
"718","2021-11-14 17:14:39",12.262343,56.249452,702110.928244794,6238629.79262881,"02-fishing"
"719","2021-11-14 17:14:49",12.262162,56.249513,702099.39789077,6238636.04661478,"02-fishing"
"720","2021-11-14 17:14:59",12.261983,56.24957,702088.012509827,6238641.86156942,"02-fishing"
"721","2021-11-14 17:15:19",12.261623,56.249692,702065.075825996,6238654.37556165,"02-fishing"
"722","2021-11-14 17:15:29",12.261427,56.24976,702052.579818644,6238661.36428653,"02-fishing"
"723","2021-11-14 17:15:39",12.261263,56.24981,702042.160360312,6238666.44474328,"02-fishing"
"724","2021-11-14 17:15:49",12.261085,56.249868,702030.831800063,6238672.37401408,"02-fishing"
"725","2021-11-14 17:16:19",12.260557,56.25005,701997.175719665,6238691.06946574,"02-fishing"
"726","2021-11-14 17:16:29",12.26036,56.25012,701984.607473446,6238698.27791765,"02-fishing"
"727","2021-11-14 17:16:39",12.260197,56.250177,701974.2132394,6238704.1400999,"02-fishing"
"728","2021-11-14 17:17:00",12.259825,56.250297,701950.544668275,6238716.39703288,"02-fishing"
"729","2021-11-14 17:17:19",12.259483,56.250418,701928.728736816,6238728.8532971,"02-fishing"
"730","2021-11-14 17:17:29",12.25928,56.250485,701915.804970752,6238735.71065449,"02-fishing"
"731","2021-11-14 17:17:39",12.259112,56.25054,701905.111833425,6238741.33587484,"02-fishing"
"732","2021-11-14 17:17:49",12.258933,56.250602,701893.70068302,6238747.70750152,"02-fishing"
"733","2021-11-14 17:18:00",12.258752,56.250665,701882.160451175,6238754.18452762,"02-fishing"
"734","2021-11-14 17:18:19",12.258413,56.250782,701860.551758661,6238766.204996,"02-fishing"
"735","2021-11-14 17:18:29",12.258215,56.250848,701847.943110999,6238772.9659784,"02-fishing"
"736","2021-11-14 17:18:39",12.258057,56.250905,701837.858879804,6238778.84314137,"02-fishing"
"737","2021-11-14 17:18:49",12.257875,56.25097,701826.246367094,6238785.53985018,"02-fishing"
"738","2021-11-14 17:19:00",12.25769,56.251037,701814.437589202,6238792.45026371,"02-fishing"
"739","2021-11-14 17:19:19",12.257352,56.251153,701792.896478627,6238804.36276483,"02-fishing"
"740","2021-11-14 17:19:29",12.257162,56.251223,701780.76239718,6238811.59231643,"02-fishing"
"741","2021-11-14 17:19:39",12.257,56.251277,701770.446446419,6238817.12421526,"02-fishing"
"742","2021-11-14 17:19:49",12.256822,56.251345,701759.066056009,6238824.166522,"02-fishing"
"743","2021-11-14 17:20:09",12.256465,56.25147,701736.301351572,6238837.02473148,"02-fishing"
"744","2021-11-14 17:20:19",12.256292,56.25153,701725.27278823,6238843.19190996,"02-fishing"
"745","2021-11-14 17:20:29",12.256098,56.251598,701712.901764938,6238850.18746636,"02-fishing"
"746","2021-11-14 17:20:39",12.25594,56.251658,701702.802125495,6238856.39864032,"02-fishing"
"747","2021-11-14 17:20:49",12.25576,56.251722,701691.31915319,6238862.99033311,"02-fishing"
"748","2021-11-14 17:21:00",12.255568,56.251792,701679.061570415,6238870.21430935,"02-fishing"
"749","2021-11-14 17:21:09",12.255407,56.251848,701668.797301981,6238875.97184339,"02-fishing"
"750","2021-11-14 17:21:19",12.255232,56.25191,701657.634574106,6238882.35580168,"02-fishing"
"751","2021-11-14 17:21:30",12.255038,56.251982,701645.242739874,6238889.79648209,"02-fishing"
"752","2021-11-14 17:21:39",12.254887,56.25204,701635.58727697,6238895.80584311,"02-fishing"
"753","2021-11-14 17:22:00",12.254525,56.252178,701612.445358793,6238910.09608791,"02-fishing"
"754","2021-11-14 17:22:09",12.254372,56.252237,701602.660884876,6238916.21089913,"02-fishing"
"755","2021-11-14 17:22:19",12.2542,56.252302,701591.668356809,6238922.9375083,"02-fishing"
"756","2021-11-14 17:22:48",12.253695,56.252488,701559.419450885,6238942.14860063,"02-fishing"
"757","2021-11-14 17:22:59",12.25351,56.252563,701547.56949453,6238949.94960077,"02-fishing"
"758","2021-11-14 17:23:09",12.25334,56.25263,701536.690472476,6238956.90466821,"02-fishing"
"759","2021-11-14 17:23:19",12.253162,56.252695,701525.326624377,6238963.6138839,"02-fishing"
"760","2021-11-14 17:23:30",12.252978,56.252768,701513.549226831,6238971.19543634,"02-fishing"
"761","2021-11-14 17:23:48",12.252678,56.252885,701494.357665889,6238983.33184656,"02-fishing"
"762","2021-11-14 17:23:59",12.252488,56.252955,701482.224617484,6238990.56222709,"02-fishing"
"763","2021-11-14 17:24:19",12.25215,56.253088,701460.596133201,6239004.36733199,"02-fishing"
"764","2021-11-14 17:24:30",12.251962,56.253165,701448.550260074,6239012.38228976,"02-fishing"
"765","2021-11-14 17:24:48",12.251653,56.25328,701428.812293436,6239024.27019203,"02-fishing"
"766","2021-11-14 17:24:59",12.251473,56.25335,701417.298686158,6239031.53000445,"02-fishing"
"767","2021-11-14 17:25:09",12.251302,56.253417,701406.358168948,6239038.48247094,"02-fishing"
"768","2021-11-14 17:25:19",12.251133,56.253482,701395.552037125,6239045.21834761,"02-fishing"
"769","2021-11-14 17:25:30",12.250943,56.253552,701383.419337624,6239052.44900234,"02-fishing"
"770","2021-11-14 17:25:38",12.250788,56.25361,701373.516939771,6239058.44724383,"02-fishing"
"771","2021-11-14 17:25:48",12.250635,56.25367,701363.727905107,6239064.67382282,"02-fishing"
"772","2021-11-14 17:25:59",12.250445,56.253742,701351.584811209,6239072.1270325,"02-fishing"
"773","2021-11-14 17:26:09",12.250272,56.253805,701340.541677435,6239078.62888228,"02-fishing"
"774","2021-11-14 17:26:20",12.250075,56.253873,701327.986232508,6239085.61675701,"02-fishing"
"775","2021-11-14 17:26:30",12.2499,56.25393,701316.850842244,6239091.44541936,"02-fishing"
"776","2021-11-14 17:26:48",12.249578,56.254045,701296.30866214,6239103.2959139,"02-fishing"
"777","2021-11-14 17:26:59",12.249385,56.254112,701284.006296113,6239110.18437493,"02-fishing"
"778","2021-11-14 17:27:09",12.249203,56.254177,701272.395589131,6239116.88255602,"02-fishing"
"779","2021-11-14 17:27:20",12.249013,56.254247,701260.263310106,6239124.11355282,"02-fishing"
"780","2021-11-14 17:27:30",12.248842,56.254308,701249.354795189,6239130.39901199,"02-fishing"
"781","2021-11-14 17:27:38",12.248687,56.254363,701239.468523467,6239136.06385719,"02-fishing"
"782","2021-11-14 17:27:48",12.248522,56.254418,701228.963085178,6239141.69950172,"02-fishing"
"783","2021-11-14 17:27:59",12.248327,56.254483,701216.547603982,6239148.35984155,"02-fishing"
"784","2021-11-14 17:28:09",12.248145,56.254542,701204.968605966,6239154.39080159,"02-fishing"
"785","2021-11-14 17:28:20",12.247952,56.254605,701192.687536947,6239160.83458648,"02-fishing"
"786","2021-11-14 17:28:30",12.247772,56.254663,701181.237694995,6239166.76021974,"02-fishing"
"787","2021-11-14 17:28:39",12.247588,56.254727,701169.508721166,6239173.34159793,"02-fishing"
"788","2021-11-14 17:28:50",12.24741,56.25479,701158.156544874,6239179.8293019,"02-fishing"
"789","2021-11-14 17:28:59",12.247257,56.254843,701148.404847231,6239185.27772913,"02-fishing"
"790","2021-11-14 17:29:09",12.247073,56.25491,701136.660235215,6239192.19289597,"02-fishing"
"791","2021-11-14 17:29:20",12.246887,56.254977,701124.791825059,6239199.10225278,"02-fishing"
"792","2021-11-14 17:29:29",12.24673,56.255035,701114.766308318,6239205.09523931,"02-fishing"
"793","2021-11-14 17:29:39",12.246532,56.255103,701102.149705052,6239212.08084329,"02-fishing"
"794","2021-11-14 17:29:50",12.246353,56.255167,701090.730574333,6239218.67703561,"02-fishing"
"795","2021-11-14 17:29:59",12.246193,56.255223,701080.529890969,6239224.43887281,"02-fishing"
"796","2021-11-14 17:30:09",12.246015,56.255288,701069.167500491,6239231.1492752,"02-fishing"
"797","2021-11-14 17:30:20",12.245822,56.255358,701056.850151171,6239238.37207721,"02-fishing"
"798","2021-11-14 17:30:29",12.245663,56.255413,701046.716725603,6239244.02567974,"02-fishing"
"799","2021-11-14 17:30:39",12.245472,56.255483,701034.523288401,6239251.2543841,"02-fishing"
"800","2021-11-14 17:30:50",12.245295,56.255545,701023.238695737,6239257.6341249,"02-fishing"
"801","2021-11-14 17:30:59",12.245132,56.255602,701012.847203951,6239263.49859579,"02-fishing"
"802","2021-11-14 17:31:09",12.24495,56.25566,701001.274066504,6239269.41886323,"02-fishing"
"803","2021-11-14 17:31:20",12.244755,56.255723,700988.869818601,6239275.8573841,"02-fishing"
"804","2021-11-14 17:31:29",12.244588,56.255778,700978.241238746,6239281.48779493,"02-fishing"
"805","2021-11-14 17:31:39",12.244392,56.255842,700965.769902601,6239288.03469645,"02-fishing"
"806","2021-11-14 17:31:50",12.244215,56.255898,700954.516972057,6239293.74721357,"02-fishing"
"807","2021-11-14 17:31:59",12.24405,56.255952,700944.017561277,6239299.27231101,"02-fishing"
"808","2021-11-14 17:32:09",12.243877,56.256007,700933.017601187,6239304.88532293,"02-fishing"
"809","2021-11-14 17:32:20",12.243683,56.256073,700920.659756695,6239311.66065691,"02-fishing"
"810","2021-11-14 17:32:29",12.243522,56.256125,700910.418586633,6239316.97503958,"02-fishing"
"811","2021-11-14 17:32:39",12.24333,56.256187,700898.205613766,6239323.31133817,"02-fishing"
"812","2021-11-14 17:33:00",12.24297,56.256303,700875.30770067,6239335.16418191,"02-fishing"
"813","2021-11-14 17:33:10",12.242792,56.256358,700863.998347621,6239340.76278205,"02-fishing"
"814","2021-11-14 17:33:20",12.242615,56.256417,700852.729980526,6239346.80926316,"02-fishing"
"815","2021-11-14 17:33:29",12.242453,56.25647,700842.421828572,6239352.23212248,"02-fishing"
"816","2021-11-14 17:33:39",12.242248,56.256532,700829.404155041,6239358.53069634,"02-fishing"
"817","2021-11-14 17:33:49",12.242088,56.256582,700819.235613137,6239363.62574261,"02-fishing"
"818","2021-11-14 17:34:00",12.241887,56.256643,700806.470913839,6239369.82481707,"02-fishing"
"819","2021-11-14 17:34:10",12.241707,56.256697,700795.043156535,6239375.30653024,"02-fishing"
"820","2021-11-14 17:34:20",12.241523,56.256753,700783.357289787,6239380.99907726,"02-fishing"
"821","2021-11-14 17:34:29",12.241363,56.256802,700773.194098568,6239385.9829974,"02-fishing"
"822","2021-11-14 17:34:49",12.240992,56.256922,700749.594870783,6239398.24936392,"02-fishing"
"823","2021-11-14 17:35:00",12.240793,56.256982,700736.959451811,6239404.3432394,"02-fishing"
"824","2021-11-14 17:35:10",12.240612,56.257038,700725.45949361,6239410.0446876,"02-fishing"
"825","2021-11-14 17:35:20",12.24043,56.257095,700713.892415268,6239415.85448507,"02-fishing"
"826","2021-11-14 17:35:29",12.24026,56.257143,700703.115479307,6239420.69818616,"02-fishing"
"827","2021-11-14 17:35:39",12.240065,56.257202,700690.733094596,6239426.69262114,"02-fishing"
"828","2021-11-14 17:35:49",12.2399,56.25725,700680.265789431,6239431.55095174,"02-fishing"
"829","2021-11-14 17:36:00",12.239705,56.257315,700667.852057143,6239438.2128546,"02-fishing"
"830","2021-11-14 17:36:10",12.239525,56.257372,700656.408968673,6239444.02863334,"02-fishing"
"831","2021-11-14 17:36:20",12.239343,56.257425,700644.863023181,6239449.39367906,"02-fishing"
"832","2021-11-14 17:36:29",12.23918,56.257472,700634.52489414,6239454.14671376,"02-fishing"
"833","2021-11-14 17:36:39",12.238982,56.25753,700621.962201002,6239460.02136941,"02-fishing"
"834","2021-11-14 17:36:49",12.238818,56.257582,700611.53604,6239465.32771437,"02-fishing"
"835","2021-11-14 17:37:00",12.23862,56.257643,700598.957712361,6239471.536138,"02-fishing"
"836","2021-11-14 17:37:10",12.238437,56.2577,700587.32907089,6239477.34335865,"02-fishing"
"837","2021-11-14 17:37:20",12.238258,56.257755,700575.958585488,6239482.93979431,"02-fishing"
"838","2021-11-14 17:37:29",12.238098,56.257805,700565.790664053,6239488.03543279,"02-fishing"
"839","2021-11-14 17:37:39",12.237903,56.257865,700553.403449458,6239494.14149253,"02-fishing"
"840","2021-11-14 17:37:49",12.237742,56.257918,700543.157972188,6239499.56797295,"02-fishing"
"841","2021-11-14 17:38:00",12.237552,56.257982,700531.05946627,6239506.13359408,"02-fishing"
"842","2021-11-14 17:38:10",12.237372,56.258037,700519.627222835,6239511.72726462,"02-fishing"
"843","2021-11-14 17:38:20",12.237193,56.258097,700508.230766181,6239517.88004674,"02-fishing"
"844","2021-11-14 17:38:29",12.237035,56.25815,700498.171147478,6239523.31536878,"02-fishing"
"845","2021-11-14 17:38:49",12.236677,56.258257,700475.446395118,6239534.17503377,"02-fishing"
"846","2021-11-14 17:39:00",12.236478,56.258315,700462.822260478,6239540.04723757,"02-fishing"
"847","2021-11-14 17:39:10",12.236297,56.258373,700451.312600172,6239545.97187816,"02-fishing"
"848","2021-11-14 17:39:20",12.236122,56.258428,700440.190141335,6239551.58031305,"02-fishing"
"849","2021-11-14 17:39:29",12.23596,56.258478,700429.898730614,6239556.67044704,"02-fishing"
"850","2021-11-14 17:39:39",12.23576,56.25854,700417.19190006,6239562.98480836,"02-fishing"
"851","2021-11-14 17:39:49",12.235603,56.258592,700407.199652617,6239568.31201719,"02-fishing"
"852","2021-11-14 17:40:00",12.235407,56.258655,700394.735315082,6239574.74932002,"02-fishing"
"853","2021-11-14 17:40:10",12.235238,56.258708,700383.994943837,6239580.15289239,"02-fishing"
"854","2021-11-14 17:40:20",12.235058,56.258767,700372.542192707,6239586.19188537,"02-fishing"
"855","2021-11-14 17:40:29",12.234893,56.258817,700362.065214159,6239591.27344979,"02-fishing"
"856","2021-11-14 17:40:40",12.234698,56.258878,700349.673383837,6239597.49132342,"02-fishing"
"857","2021-11-14 17:40:49",12.234537,56.258932,700339.423202397,6239603.02951714,"02-fishing"
"858","2021-11-14 17:41:00",12.234337,56.25899,700326.737561141,6239608.89920638,"02-fishing"
"859","2021-11-14 17:41:10",12.234165,56.259043,700315.81163129,6239614.29421901,"02-fishing"
"860","2021-11-14 17:41:20",12.233982,56.259102,700304.17333805,6239620.32466429,"02-fishing"
"861","2021-11-14 17:41:29",12.233827,56.259152,700294.31565102,6239625.435482,"02-fishing"
"862","2021-11-14 17:41:40",12.233632,56.259227,700281.850862797,6239633.21082569,"02-fishing"
"863","2021-11-14 17:41:49",12.233477,56.259283,700271.961879831,6239638.98909841,"02-fishing"
"864","2021-11-14 17:42:00",12.233285,56.259347,700259.740387143,6239645.54965587,"02-fishing"
"865","2021-11-14 17:42:08",12.233123,56.259398,700249.444208009,6239650.75145057,"02-fishing"
"866","2021-11-14 17:42:29",12.232775,56.259508,700227.324255616,6239661.97519596,"02-fishing"
"867","2021-11-14 17:42:40",12.232577,56.25957,700214.741881611,6239668.29596402,"02-fishing"
"868","2021-11-14 17:42:49",12.232413,56.259618,700204.337665197,6239673.15834759,"02-fishing"
"869","2021-11-14 17:43:00",12.232218,56.259685,700191.914976047,6239680.04407506,"02-fishing"
"870","2021-11-14 17:43:08",12.232048,56.25974,700181.102785925,6239685.66770883,"02-fishing"
"871","2021-11-14 17:43:20",12.231853,56.259803,700168.701064887,6239692.10856585,"02-fishing"
"872","2021-11-14 17:43:29",12.231697,56.259845,700158.823587464,6239696.32690985,"02-fishing"
"873","2021-11-14 17:43:40",12.231503,56.259908,700146.483844165,6239702.77073711,"02-fishing"
"874","2021-11-14 17:44:00",12.231137,56.26001,700123.29183338,6239713.05281658,"02-fishing"
"875","2021-11-14 17:44:08",12.230968,56.260063,700112.552177307,6239718.4570587,"02-fishing"
"876","2021-11-14 17:44:20",12.230767,56.260125,700099.784420217,6239724.76944042,"02-fishing"
"877","2021-11-14 17:44:29",12.230603,56.260175,700089.370040862,6239729.85456749,"02-fishing"
"878","2021-11-14 17:44:38",12.230443,56.260223,700079.213770346,6239734.72887415,"02-fishing"
"879","2021-11-14 17:44:49",12.230253,56.260288,700067.111466406,6239741.40701802,"02-fishing"
"880","2021-11-14 17:45:00",12.230058,56.260357,700054.678769692,6239748.51560534,"02-fishing"
"881","2021-11-14 17:45:08",12.229895,56.260413,700044.295096303,6239754.27115114,"02-fishing"
"882","2021-11-14 17:45:29",12.229545,56.260547,700021.92717175,6239768.15975166,"02-fishing"
"883","2021-11-14 17:45:38",12.229388,56.260602,700011.920270143,6239773.82156996,"02-fishing"
"884","2021-11-14 17:45:49",12.229192,56.260673,699999.415416446,6239781.14987842,"02-fishing"
"885","2021-11-14 17:46:00",12.229005,56.26075,699987.43648158,6239789.17176861,"02-fishing"
"886","2021-11-14 17:46:08",12.228848,56.260812,699977.393149074,6239795.61230609,"02-fishing"
"887","2021-11-14 17:46:20",12.228655,56.26089,699965.037622954,6239803.72806598,"02-fishing"
"888","2021-11-14 17:46:29",12.228502,56.260952,699955.241996248,6239810.18027087,"02-fishing"
"889","2021-11-14 17:46:38",12.228353,56.261013,699945.699253493,6239816.5328788,"02-fishing"
"890","2021-11-14 17:46:49",12.228163,56.261095,699933.508707772,6239825.10237656,"02-fishing"
"891","2021-11-14 17:47:00",12.227978,56.261173,699921.648623144,6239833.24148841,"02-fishing"
"892","2021-11-14 17:47:08",12.227827,56.26124,699911.950865293,6239840.25576887,"02-fishing"
"893","2021-11-14 17:47:18",12.22767,56.261307,699901.881687253,6239847.25265134,"02-fishing"
"894","2021-11-14 17:47:29",12.227482,56.261392,699889.799486825,6239856.16178015,"02-fishing"
"895","2021-11-14 17:47:38",12.227338,56.261463,699880.514329268,6239863.64138901,"02-fishing"
"896","2021-11-14 17:47:49",12.22716,56.261553,699869.025224852,6239873.13577614,"02-fishing"
"897","2021-11-14 17:48:00",12.22699,56.26164,699858.047082208,6239882.31971091,"02-fishing"
"898","2021-11-14 17:48:08",12.226842,56.261712,699848.509188913,6239889.89901124,"02-fishing"
"899","2021-11-14 17:48:18",12.226703,56.261783,699839.53371554,6239897.39321891,"02-fishing"
"900","2021-11-14 17:48:29",12.226528,56.261867,699828.261802129,6239906.22901301,"02-fishing"
"901","2021-11-14 17:48:38",12.22639,56.261938,699819.34830567,6239913.72616401,"02-fishing"
"902","2021-11-14 17:48:49",12.226208,56.26202,699807.653551777,6239922.31922772,"02-fishing"
"903","2021-11-14 17:49:00",12.22603,56.262108,699796.175192038,6239931.59133612,"02-fishing"
"904","2021-11-14 17:49:08",12.225882,56.26218,699786.637517206,6239939.17077058,"02-fishing"
"905","2021-11-14 17:49:18",12.225737,56.262248,699777.306450892,6239946.31399229,"02-fishing"
"906","2021-11-14 17:49:29",12.225548,56.262343,699765.11075177,6239956.33290692,"02-fishing"
"907","2021-11-14 17:49:38",12.2254,56.262417,699755.562761067,6239964.13487768,"02-fishing"
"908","2021-11-14 17:49:49",12.225227,56.262507,699744.383734161,6239973.64409581,"02-fishing"
"909","2021-11-14 17:50:00",12.22506,56.262595,699733.586620876,6239982.94827831,"02-fishing"
"910","2021-11-14 17:50:08",12.224918,56.262667,699724.420609403,6239990.54525261,"02-fishing"
"911","2021-11-14 17:50:18",12.224778,56.262737,699715.388866683,6239997.92557813,"02-fishing"
"912","2021-11-14 17:50:29",12.224607,56.262817,699704.385943441,6240006.32835393,"02-fishing"
"913","2021-11-14 17:50:38",12.22446,56.262887,699694.920924814,6240013.68841859,"02-fishing"
"914","2021-11-14 17:50:49",12.224287,56.262972,699683.768214974,6240022.64161802,"02-fishing"
"915","2021-11-14 17:51:00",12.224118,56.263058,699672.85796457,6240031.71768009,"02-fishing"
"916","2021-11-14 17:51:08",12.223972,56.263128,699663.454961735,6240039.08071243,"02-fishing"
"917","2021-11-14 17:51:18",12.223822,56.2632,699653.793947746,6240046.65463519,"02-fishing"
"918","2021-11-14 17:51:29",12.223638,56.26328,699641.986497562,6240055.01987128,"02-fishing"
"919","2021-11-14 17:51:38",12.223493,56.263348,699632.655923908,6240062.16339994,"02-fishing"
"920","2021-11-14 17:51:49",12.223327,56.263428,699621.96285462,6240070.58087905,"02-fishing"
"921","2021-11-14 17:52:00",12.223138,56.263522,699609.773078293,6240080.48898954,"02-fishing"
"922","2021-11-14 17:52:08",12.222993,56.263595,699600.416568897,6240088.18875949,"02-fishing"
"923","2021-11-14 17:52:18",12.222843,56.263665,699590.766194202,6240095.54035159,"02-fishing"
"924","2021-11-14 17:52:29",12.222655,56.263748,699578.695757925,6240104.22786651,"02-fishing"
"925","2021-11-14 17:52:38",12.222507,56.26382,699569.158849899,6240111.80777252,"02-fishing"
"926","2021-11-14 17:52:49",12.222343,56.263898,699558.600253906,6240120.00873347,"02-fishing"
"927","2021-11-14 17:52:59",12.222193,56.263978,699548.897945862,6240128.47276365,"02-fishing"
"928","2021-11-14 17:53:09",12.222037,56.264055,699538.839871851,6240136.58572296,"02-fishing"
"929","2021-11-14 17:53:18",12.221892,56.264123,699529.509647438,6240143.72947055,"02-fishing"
"930","2021-11-14 17:53:29",12.221712,56.264205,699517.939911636,6240152.32910115,"02-fishing"
"931","2021-11-14 17:53:38",12.221563,56.264272,699508.367347001,6240159.35006802,"02-fishing"
"932","2021-11-14 17:53:49",12.221378,56.264353,699496.493382972,6240167.82403245,"02-fishing"
"933","2021-11-14 17:53:59",12.221215,56.264427,699486.01779229,6240175.58312658,"02-fishing"
"934","2021-11-14 17:54:09",12.221045,56.264498,699475.124531558,6240182.9882617,"02-fishing"
"935","2021-11-14 17:54:18",12.220895,56.264562,699465.50581962,6240189.67272093,"02-fishing"
"936","2021-11-14 17:54:29",12.22071,56.26464,699453.647641578,6240197.81309735,"02-fishing"
"937","2021-11-14 17:54:38",12.220562,56.264705,699444.147598665,6240204.61463181,"02-fishing"
"938","2021-11-14 17:54:49",12.220377,56.264787,699432.268684108,6240213.20000486,"02-fishing"
"939","2021-11-14 17:55:09",12.220038,56.264935,699410.513258858,6240228.680874,"02-fishing"
"940","2021-11-14 17:55:18",12.219887,56.264995,699400.853665168,6240234.91764001,"02-fishing"
"941","2021-11-14 17:55:29",12.2197,56.265068,699388.897950538,6240242.49622587,"02-fishing"
"942","2021-11-14 17:55:38",12.219543,56.26513,699378.856597351,6240248.93813454,"02-fishing"
"943","2021-11-14 17:55:49",12.219362,56.265202,699367.277580726,6240256.42291933,"02-fishing"
"944","2021-11-14 17:55:59",12.219187,56.26527,699356.090831606,6240263.48016829,"02-fishing"
"945","2021-11-14 17:56:09",12.219008,56.265342,699344.635700038,6240270.97080388,"02-fishing"
"946","2021-11-14 17:56:18",12.218855,56.265407,699334.826484191,6240277.75809902,"02-fishing"
"947","2021-11-14 17:56:29",12.218667,56.265482,699322.798703416,6240285.55644,"02-fishing"
"948","2021-11-14 17:56:38",12.218513,56.265542,699312.953663427,6240291.78471525,"02-fishing"
"949","2021-11-14 17:56:49",12.218323,56.265615,699300.81256228,6240299.35485747,"02-fishing"
"950","2021-11-14 17:57:00",12.218123,56.265695,699288.016078149,6240307.67473251,"02-fishing"
"951","2021-11-14 17:57:09",12.217965,56.265752,699277.939137299,6240313.55780435,"02-fishing"
"952","2021-11-14 17:57:18",12.21781,56.26581,699268.042728992,6240319.56081681,"02-fishing"
"953","2021-11-14 17:57:29",12.217625,56.265883,699256.21129651,6240327.1455538,"02-fishing"
"954","2021-11-14 17:57:38",12.21746,56.265948,699245.659535905,6240333.89832084,"02-fishing"
"955","2021-11-14 17:57:49",12.217268,56.266028,699233.358475872,6240342.24150662,"02-fishing"
"956","2021-11-14 17:58:09",12.216932,56.266175,699211.795342187,6240357.62080899,"02-fishing"
"957","2021-11-14 17:58:18",12.216787,56.266235,699202.507743174,6240363.87537317,"02-fishing"
"958","2021-11-14 17:58:29",12.216602,56.26631,699190.666154802,6240371.68275711,"02-fishing"
"959","2021-11-14 17:58:40",12.21642,56.266385,699179.01031238,6240379.49885178,"02-fishing"
"960","2021-11-14 17:58:49",12.216268,56.266447,699169.279108828,6240385.955706,"02-fishing"
"961","2021-11-14 17:59:00",12.21609,56.266527,699157.844957431,6240394.33960253,"02-fishing"
"962","2021-11-14 17:59:09",12.215937,56.266592,699148.036326581,6240401.12731607,"02-fishing"
