"id","t","x","y","label"
"1","219012671-1",2021-11-14 04:26:40,574823.825708029,6402314.67734123,"01-sailing"
"2","219012671-1",2021-11-14 04:26:49,574802.205329661,6402347.46000695,"01-sailing"
"3","219012671-1",2021-11-14 04:27:00,574781.182384243,6402380.14251032,"01-sailing"
"4","219012671-1",2021-11-14 04:27:09,574763.027876366,6402415.4395029,"01-sailing"
"5","219012671-1",2021-11-14 04:27:20,574741.89410805,6402454.13334348,"01-sailing"
"6","219012671-1",2021-11-14 04:27:30,574723.752987671,6402485.53330213,"01-sailing"
"7","219012671-1",2021-11-14 04:27:40,574700.708342758,6402518.1787137,"01-sailing"
"8","219012671-1",2021-11-14 04:27:49,574680.661431749,6402552.88419685,"01-sailing"
"9","219012671-1",2021-11-14 04:28:00,574659.79836053,6402586.68380843,"01-sailing"
"10","219012671-1",2021-11-14 04:28:09,574638.923259342,6402621.1514312,"01-sailing"
"11","219012671-1",2021-11-14 04:28:20,574617.447064627,6402659.17140254,"01-sailing"
"12","219012671-1",2021-11-14 04:28:30,574596.926059423,6402687.40987405,"01-sailing"
"13","219012671-1",2021-11-14 04:28:40,574578.436004438,6402721.69922623,"01-sailing"
"14","219012671-1",2021-11-14 04:28:49,574561.774181068,6402756.9133267,"01-sailing"
"15","219012671-1",2021-11-14 04:29:00,574542.398452617,6402790.85237848,"01-sailing"
"16","219012671-1",2021-11-14 04:29:09,574520.019626024,6402823.06564937,"01-sailing"
"17","219012671-1",2021-11-14 04:29:20,574496.321776576,6402859.04073921,"01-sailing"
"18","219012671-1",2021-11-14 04:29:27,574481.897997739,6402882.71554847,"01-sailing"
"19","219012671-1",2021-11-14 04:29:30,574479.107562696,6402888.78852516,"01-sailing"
"20","219012671-1",2021-11-14 04:29:34,574470.44294678,6402906.77933438,"01-sailing"
"21","219012671-1",2021-11-14 04:29:36,574466.762182267,6402912.72450993,"01-sailing"
"22","219012671-1",2021-11-14 04:29:40,574461.80720255,6402923.21171757,"01-sailing"
"23","219012671-1",2021-11-14 04:29:44,574455.307300015,6402936.78833855,"01-sailing"
"24","219012671-1",2021-11-14 04:29:47,574450.645734361,6402947.5036911,"01-sailing"
"25","219012671-1",2021-11-14 04:29:49,574446.392423628,6402958.67201285,"01-sailing"
"26","219012671-1",2021-11-14 04:29:54,574435.949450872,6402976.29596963,"01-sailing"
"27","219012671-1",2021-11-14 04:30:00,574425.418419959,6402992.24799324,"01-sailing"
"28","219012671-1",2021-11-14 04:30:04,574415.18493622,6403008.20553749,"01-sailing"
"29","219012671-1",2021-11-14 04:30:09,574404.699171321,6403024.93793587,"01-sailing"
"30","219012671-1",2021-11-14 04:30:13,574398.259104911,6403038.51574666,"01-sailing"
"31","219012671-1",2021-11-14 04:30:20,574386.216201491,6403062.23483334,"01-sailing"
"32","219012671-1",2021-11-14 04:30:40,574346.951845982,6403125.98497661,"01-sailing"
"33","219012671-1",2021-11-14 04:30:49,574326.63183896,6403159.6848585,"01-sailing"
"34","219012671-1",2021-11-14 04:31:00,574306.523436221,6403194.83635851,"01-sailing"
"35","219012671-1",2021-11-14 04:31:09,574286.417425393,6403229.87664041,"01-sailing"
"36","219012671-1",2021-11-14 04:31:20,574264.555784562,6403266.55498701,"01-sailing"
"37","219012671-1",2021-11-14 04:31:31,574243.7550686,6403300.58046392,"01-sailing"
"38","219012671-1",2021-11-14 04:31:40,574227.406050326,6403332.01552209,"01-sailing"
"39","219012671-1",2021-11-14 04:31:49,574206.86647013,6403364.82107789,"01-sailing"
"40","219012671-1",2021-11-14 04:32:09,574165.536055033,6403434.4366503,"01-sailing"
"41","219012671-1",2021-11-14 04:32:20,574140.648900103,6403470.72586423,"01-sailing"
"42","219012671-1",2021-11-14 04:32:31,574121.074849866,6403506.11076877,"01-sailing"
"43","219012671-1",2021-11-14 04:32:40,574101.16867998,6403536.92408449,"01-sailing"
"44","219012671-1",2021-11-14 04:32:49,574078.961443558,6403569.92228709,"01-sailing"
"45","219012671-1",2021-11-14 04:33:00,574058.867350687,6403604.5184234,"01-sailing"
"46","219012671-1",2021-11-14 04:33:09,574038.999252673,6403639.78693802,"01-sailing"
"47","219012671-1",2021-11-14 04:33:20,574016.001546113,6403677.00243883,"01-sailing"
"48","219012671-1",2021-11-14 04:33:31,573995.188567604,6403711.91972882,"01-sailing"
"49","219012671-1",2021-11-14 04:33:40,573974.638397075,6403745.50568152,"01-sailing"
"50","219012671-1",2021-11-14 04:33:50,573955.196233277,6403780.33698061,"01-sailing"
"51","219012671-1",2021-11-14 04:34:00,573936.237952715,6403808.27322183,"01-sailing"
"52","219012671-1",2021-11-14 04:34:19,573895.985092012,6403878.02250245,"01-sailing"
"53","219012671-1",2021-11-14 04:34:31,573872.38702546,6403915.67317564,"01-sailing"
"54","219012671-1",2021-11-14 04:34:40,573852.146458151,6403948.70861233,"01-sailing"
"55","219012671-1",2021-11-14 04:34:50,573831.057188348,6403982.61942999,"01-sailing"
"56","219012671-1",2021-11-14 04:35:00,573811.744127055,6404013.77901744,"01-sailing"
"57","219012671-1",2021-11-14 04:35:09,573794.172864754,6404047.30905949,"01-sailing"
"58","219012671-1",2021-11-14 04:35:19,573774.019895773,6404082.12814982,"01-sailing"
"59","219012671-1",2021-11-14 04:35:31,573751.718317471,6404120.58271381,"01-sailing"
"60","219012671-1",2021-11-14 04:35:40,573730.601829819,6404152.82319569,"01-sailing"
"61","219012671-1",2021-11-14 04:35:50,573710.060057825,6404186.18784997,"01-sailing"
"62","219012671-1",2021-11-14 04:36:00,573693.119716335,6404217.83680906,"01-sailing"
"63","219012671-1",2021-11-14 04:36:19,573656.205457582,6404287.64940214,"01-sailing"
"64","219012671-1",2021-11-14 04:36:20,573653.586997954,6404290.94217315,"01-sailing"
"65","219012671-1",2021-11-14 04:36:24,573645.797224517,6404300.48762999,"01-sailing"
"66","219012671-1",2021-11-14 04:36:27,573637.807131938,6404314.48364401,"01-sailing"
"67","219012671-1",2021-11-14 04:36:31,573629.024701798,6404323.00878699,"01-sailing"
"68","219012671-1",2021-11-14 04:36:33,573624.138612538,6404329.93484232,"01-sailing"
"69","219012671-1",2021-11-14 04:36:37,573613.704609335,6404347.44959253,"01-sailing"
"70","219012671-1",2021-11-14 04:36:40,573606.085317814,6404357.44365816,"01-sailing"
"71","219012671-1",2021-11-14 04:36:43,573601.185549057,6404368.37827379,"01-sailing"
"72","219012671-1",2021-11-14 04:36:50,573585.240062362,6404391.24878058,"01-sailing"
"73","219012671-1",2021-11-14 04:37:00,573567.4688944,6404422.88305157,"01-sailing"
"74","219012671-1",2021-11-14 04:37:09,573546.140377537,6404457.12495588,"01-sailing"
"75","219012671-1",2021-11-14 04:37:13,573537.283240532,6404469.76906188,"01-sailing"
"76","219012671-1",2021-11-14 04:37:18,573532.253178525,6404484.59880405,"01-sailing"
"77","219012671-1",2021-11-14 04:37:19,573527.833050369,6404492.09025146,"01-sailing"
"78","219012671-1",2021-11-14 04:37:23,573522.335408524,6404506.4660482,"01-sailing"
"79","219012671-1",2021-11-14 04:37:26,573516.21559364,6404515.81951598,"01-sailing"
"80","219012671-1",2021-11-14 04:37:31,573507.808025458,6404529.91950465,"01-sailing"
"81","219012671-1",2021-11-14 04:37:34,573498.951160797,6404542.56369416,"01-sailing"
"82","219012671-1",2021-11-14 04:37:38,573491.475823304,6404551.22432915,"01-sailing"
"83","219012671-1",2021-11-14 04:37:40,573486.227885357,6404561.7073003,"01-sailing"
"84","219012671-1",2021-11-14 04:37:44,573479.501347796,6404571.71788014,"01-sailing"
"85","219012671-1",2021-11-14 04:37:46,573473.650643884,6404582.63528931,"01-sailing"
"86","219012671-1",2021-11-14 04:37:50,573464.950069071,6404596.50730588,"01-sailing"
"87","219012671-1",2021-11-14 04:38:00,573445.888612276,6404627.22769869,"01-sailing"
"88","219012671-1",2021-11-14 04:38:09,573423.616739705,6404661.11893934,"01-sailing"
"89","219012671-1",2021-11-14 04:38:19,573403.644201184,6404696.16575493,"01-sailing"
"90","219012671-1",2021-11-14 04:38:31,573381.765621607,6404734.62993647,"01-sailing"
"91","219012671-1",2021-11-14 04:38:40,573360.645004346,6404767.42893023,"01-sailing"
"92","219012671-1",2021-11-14 04:38:50,573342.108142066,6404798.82746797,"01-sailing"
"93","219012671-1",2021-11-14 04:39:11,573298.377216897,6404871.1914868,"01-sailing"
"94","219012671-1",2021-11-14 04:39:19,573279.841288918,6404902.59030863,"01-sailing"
"95","219012671-1",2021-11-14 04:39:30,573257.327033601,6404940.1527121,"01-sailing"
"96","219012671-1",2021-11-14 04:39:40,573236.780819725,6404974.18766697,"01-sailing"
"97","219012671-1",2021-11-14 04:39:50,573217.144346508,6405004.00777266,"01-sailing"
"98","219012671-1",2021-11-14 04:40:11,573176.81240167,6405072.87146782,"01-sailing"
"99","219012671-1",2021-11-14 04:40:19,573158.903252782,6405102.61187499,"01-sailing"
"100","219012671-1",2021-11-14 04:40:30,573137.191288814,6405141.97116023,"01-sailing"
"101","219012671-1",2021-11-14 04:40:41,573115.2127508,6405179.65538983,"01-sailing"
"102","219012671-1",2021-11-14 04:40:50,573098.83143585,6405207.19669089,"01-sailing"
"103","219012671-1",2021-11-14 04:41:00,573077.731630419,6405239.1066092,"01-sailing"
"104","219012671-1",2021-11-14 04:41:11,573055.510249344,6405277.12079985,"01-sailing"
"105","219012671-1",2021-11-14 04:41:21,573034.493706842,6405311.03682875,"01-sailing"
"106","219012671-1",2021-11-14 04:41:30,573012.944400319,6405344.83194405,"01-sailing"
"107","219012671-1",2021-11-14 04:41:41,572992.042344954,6405382.31361175,"01-sailing"
"108","219012671-1",2021-11-14 04:41:50,572976.019393468,6405409.86187559,"01-sailing"
"109","219012671-1",2021-11-14 04:42:00,572954.760294616,6405444.10796112,"01-sailing"
"110","219012671-1",2021-11-14 04:42:11,572930.430950137,6405480.41427659,"01-sailing"
"111","219012671-1",2021-11-14 04:42:21,572910.806126688,6405513.13121565,"01-sailing"
"112","219012671-1",2021-11-14 04:42:30,572891.815469443,6405546.97327382,"01-sailing"
"113","219012671-1",2021-11-14 04:42:41,572869.135903764,6405584.20064414,"01-sailing"
"114","219012671-1",2021-11-14 04:42:49,572852.589528582,6405611.18311809,"01-sailing"
"115","219012671-1",2021-11-14 04:43:00,572832.474193776,6405644.78237543,"01-sailing"
