"id","t","x","y","label"
"1","219002661-3",2021-11-16 13:29:35,618743.815459733,6253314.67362631,"01-sailing"
"2","219002661-3",2021-11-16 13:30:05,618824.398323642,6253362.81337652,"01-sailing"
"3","219002661-3",2021-11-16 13:30:36,618887.017551266,6253390.96191769,"01-sailing"
"4","219002661-3",2021-11-16 13:31:04,618916.728930448,6253410.28171495,"01-sailing"
"5","219002661-3",2021-11-16 13:31:36,618948.187825262,6253433.32586763,"01-sailing"
"6","219002661-3",2021-11-16 13:32:04,619000.312405464,6253514.19301041,"01-sailing"
"7","219002661-3",2021-11-16 13:32:35,619055.413243305,6253616.52706105,"01-sailing"
"8","219002661-3",2021-11-16 13:33:04,619127.869660477,6253720.68575227,"01-sailing"
"9","219002661-3",2021-11-16 13:33:34,619203.831930202,6253833.96518594,"01-sailing"
"10","219002661-3",2021-11-16 13:34:04,619304.470264685,6253916.97980304,"01-sailing"
"11","219002661-3",2021-11-16 13:34:34,619392.640225068,6254023.92428754,"01-sailing"
"12","219002661-3",2021-11-16 13:35:05,619490.598283654,6254122.90528814,"01-sailing"
"13","219002661-3",2021-11-16 13:35:35,619608.499886837,6254144.93858152,"01-sailing"
"14","219002661-3",2021-11-16 13:36:04,619639.240756704,6254035.55066305,"01-sailing"
"15","219002661-3",2021-11-16 13:36:34,619658.19956413,6253910.57301517,"01-sailing"
"16","219002661-3",2021-11-16 13:37:04,619675.859570406,6253787.89753042,"01-sailing"
"17","219002661-3",2021-11-16 13:37:34,619701.671526905,6253667.34540318,"01-sailing"
"18","219002661-3",2021-11-16 13:38:03,619763.433764699,6253561.50656035,"01-sailing"
"19","219002661-3",2021-11-16 13:38:34,619825.327805543,6253451.10611483,"01-sailing"
"20","219002661-3",2021-11-16 13:39:04,619886.832728439,6253341.47504678,"01-sailing"
"21","219002661-3",2021-11-16 13:39:34,619959.807122094,6253236.84654435,"01-sailing"
"22","219002661-3",2021-11-16 13:40:03,620033.182223062,6253133.45556301,"01-sailing"
"23","219002661-3",2021-11-16 13:40:34,620104.850831651,6253031.57657993,"01-sailing"
"24","219002661-3",2021-11-16 13:41:07,620180.540375184,6252923.01906458,"01-sailing"
"25","219002661-3",2021-11-16 13:41:34,620238.941945707,6252834.13062686,"01-sailing"
"26","219002661-3",2021-11-16 13:42:33,620370.839511195,6252636.06939523,"01-sailing"
"27","219002661-3",2021-11-16 13:43:03,620437.294872367,6252533.49071498,"01-sailing"
"28","219002661-3",2021-11-16 13:43:35,620507.781354148,6252423.89979869,"01-sailing"
"29","219002661-3",2021-11-16 13:44:03,620576.650011198,6252334.42180462,"01-sailing"
"30","219002661-3",2021-11-16 13:44:33,620658.8617618,6252247.10606786,"01-sailing"
"31","219002661-3",2021-11-16 13:45:05,620756.62625452,6252162.46168201,"01-sailing"
"32","219002661-3",2021-11-16 13:45:34,620842.46812648,6252086.72358739,"01-sailing"
"33","219002661-3",2021-11-16 13:46:03,620933.7630061,6252006.13084878,"01-sailing"
"34","219002661-3",2021-11-16 13:46:34,621024.067551393,6251925.73444178,"01-sailing"
"35","219002661-3",2021-11-16 13:47:05,621121.090142461,6251841.63358169,"01-sailing"
"36","219002661-3",2021-11-16 13:47:33,621207.218513978,6251767.13560868,"01-sailing"
"37","219002661-3",2021-11-16 13:48:04,621301.130622851,6251684.06346627,"01-sailing"
"38","219002661-3",2021-11-16 13:48:33,621389.283586594,6251605.95158572,"01-sailing"
"39","219002661-3",2021-11-16 13:49:03,621479.546575891,6251525.45165041,"01-sailing"
"40","219002661-3",2021-11-16 13:49:33,621569.594751312,6251443.94501865,"01-sailing"
"41","219002661-3",2021-11-16 13:50:03,621661.74284377,6251364.72774987,"01-sailing"
"42","219002661-3",2021-11-16 13:50:33,621755.883346982,6251287.2400456,"01-sailing"
"43","219002661-3",2021-11-16 13:51:03,621851.067002113,6251210.11834645,"01-sailing"
"44","219002661-3",2021-11-16 13:51:33,621947.685367644,6251136.93782589,"01-sailing"
"45","219002661-3",2021-11-16 13:52:04,622050.339330705,6251062.37368586,"01-sailing"
"46","219002661-3",2021-11-16 13:52:33,622146.410742196,6250993.41378543,"01-sailing"
"47","219002661-3",2021-11-16 13:53:03,622242.797127265,6250924.35363279,"01-sailing"
"48","219002661-3",2021-11-16 13:53:34,622347.180241925,6250850.18015714,"01-sailing"
"49","219002661-3",2021-11-16 13:54:03,622448.221465072,6250778.47426165,"01-sailing"
"50","219002661-3",2021-11-16 13:54:36,622561.980773365,6250700.78955724,"01-sailing"
