"id","t","x","y","label"
"1","219001604-2",2021-11-14 13:15:59,705751.868399351,6225208.12210569,"01-sailing"
"2","219001604-2",2021-11-14 13:16:02,705754.306615757,6225211.80675421,"01-sailing"
"3","219001604-2",2021-11-14 13:16:07,705758.49296887,6225216.69022447,"01-sailing"
"4","219001604-2",2021-11-14 13:16:10,705760.209054951,6225218.55642068,"01-sailing"
"5","219001604-2",2021-11-14 13:16:14,705760.315288168,6225220.23381007,"01-sailing"
"6","219001604-2",2021-11-14 13:16:16,705759.152353326,6225222.40767022,"01-sailing"
"7","219001604-2",2021-11-14 13:16:20,705757.376891685,6225225.66696913,"01-sailing"
"8","219001604-2",2021-11-14 13:16:24,705755.565410231,6225232.26911241,"01-sailing"
"9","219001604-2",2021-11-14 13:16:27,705755.385146625,6225238.61514477,"01-sailing"
"10","219001604-2",2021-11-14 13:16:30,705756.457403195,6225248.70036652,"01-sailing"
"11","219001604-2",2021-11-14 13:16:33,705757.723347184,6225257.3455765,"01-sailing"
"12","219001604-2",2021-11-14 13:16:36,705759.14359611,6225266.66711359,"01-sailing"
"13","219001604-2",2021-11-14 13:16:39,705760.143641995,6225273.06983783,"01-sailing"
"14","219001604-2",2021-11-14 13:16:43,705762.292689464,6225286.66284323,"01-sailing"
"15","219001604-2",2021-11-14 13:16:47,705764.109739579,6225300.68584774,"01-sailing"
"16","219001604-2",2021-11-14 13:16:49,705765.393030745,6225311.56161297,"01-sailing"
"17","219001604-2",2021-11-14 13:16:53,705766.872730618,6225326.12584609,"01-sailing"
"18","219001604-2",2021-11-14 13:16:55,705767.446586143,6225333.62296164,"01-sailing"
"19","219001604-2",2021-11-14 13:17:02,705769.618368949,6225359.70348347,"01-sailing"
"20","219001604-2",2021-11-14 13:17:14,705774.458704084,6225401.52021751,"01-sailing"
"21","219001604-2",2021-11-14 13:17:24,705780.123137888,6225439.14009194,"01-sailing"
"22","219001604-2",2021-11-14 13:17:33,705785.466151831,6225476.96751461,"01-sailing"
"23","219001604-2",2021-11-14 13:17:43,705789.340233478,6225510.37643229,"01-sailing"
"24","219001604-2",2021-11-14 13:17:53,705794.071831778,6225551.85354583,"01-sailing"
"25","219001604-2",2021-11-14 13:18:00,705794.964111014,6225574.75103335,"01-sailing"
