"id","t","x","y","label"
"1","219005954-2",2021-11-14 02:04:18,590026.146145826,6373391.70136536,"01-sailing"
"2","219005954-2",2021-11-14 02:04:27,590037.278581046,6373384.48626885,"01-sailing"
"3","219005954-2",2021-11-14 02:04:37,590052.303392394,6373382.92541907,"01-sailing"
"4","219005954-2",2021-11-14 02:04:48,590071.178659573,6373388.91109533,"01-sailing"
"5","219005954-2",2021-11-14 02:05:07,590109.764757233,6373406.46933468,"01-sailing"
"6","219005954-2",2021-11-14 02:05:18,590137.629551325,6373412.65430656,"01-sailing"
"7","219005954-2",2021-11-14 02:05:27,590159.441201105,6373418.7054145,"01-sailing"
"8","219005954-2",2021-11-14 02:05:37,590184.348734449,6373423.04341936,"01-sailing"
"9","219005954-2",2021-11-14 02:05:48,590212.297176642,6373425.44443384,"01-sailing"
"10","219005954-2",2021-11-14 02:05:57,590235.208902595,6373427.84536356,"01-sailing"
"11","219005954-2",2021-11-14 02:06:07,590262.177947915,6373428.44321208,"01-sailing"
"12","219005954-2",2021-11-14 02:06:18,590291.166687303,6373427.19286716,"01-sailing"
"13","219005954-2",2021-11-14 02:06:27,590313.200956149,6373425.89980824,"01-sailing"
"14","219005954-2",2021-11-14 02:06:37,590344.185412618,6373426.58727852,"01-sailing"
"15","219005954-2",2021-11-14 02:06:48,590380.186167005,6373425.49317815,"01-sailing"
"16","219005954-2",2021-11-14 02:06:57,590411.068677501,6373428.07206106,"01-sailing"
"17","219005954-2",2021-11-14 02:07:07,590443.032390529,6373430.56383602,"01-sailing"
"18","219005954-2",2021-11-14 02:07:18,590477.888172232,6373435.12466687,"01-sailing"
"19","219005954-2",2021-11-14 02:07:27,590503.675040905,6373443.04779135,"01-sailing"
"20","219005954-2",2021-11-14 02:07:37,590530.559845162,6373447.43188547,"01-sailing"
"21","219005954-2",2021-11-14 02:07:57,590594.095006547,6373467.33147926,"01-sailing"
"22","219005954-2",2021-11-14 02:08:07,590631.822974797,6373477.52570647,"01-sailing"
"23","219005954-2",2021-11-14 02:08:17,590664.579020295,6373487.4981956,"01-sailing"
"24","219005954-2",2021-11-14 02:08:27,590705.365565942,6373497.64987004,"01-sailing"
"25","219005954-2",2021-11-14 02:08:48,590778.802860477,6373519.77757206,"01-sailing"
"26","219005954-2",2021-11-14 02:08:57,590812.577044656,6373529.77397706,"01-sailing"
"27","219005954-2",2021-11-14 02:09:08,590848.244294597,6373543.59926005,"01-sailing"
"28","219005954-2",2021-11-14 02:09:17,590876.941811471,6373555.37609599,"01-sailing"
"29","219005954-2",2021-11-14 02:09:28,590917.585243409,6373569.20172524,"01-sailing"
"30","219005954-2",2021-11-14 02:09:37,590946.382106705,6373579.19946946,"01-sailing"
"31","219005954-2",2021-11-14 02:09:48,590986.982790483,6373594.91802716,"01-sailing"
"32","219005954-2",2021-11-14 02:09:57,591020.713577321,6373606.8084006,"01-sailing"
"33","219005954-2",2021-11-14 02:10:07,591052.448927933,6373616.76125076,"01-sailing"
"34","219005954-2",2021-11-14 02:10:17,591087.138210535,6373628.6736249,"01-sailing"
"35","219005954-2",2021-11-14 02:10:28,591123.780143182,6373644.41636561,"01-sailing"
"36","219005954-2",2021-11-14 02:10:37,591156.409121807,6373659.95821893,"01-sailing"
"37","219005954-2",2021-11-14 02:10:48,591194.051751563,6373673.83083908,"01-sailing"
"38","219005954-2",2021-11-14 02:10:57,591222.767426911,6373687.39239624,"01-sailing"
"39","219005954-2",2021-11-14 02:11:07,591255.353281355,6373704.82727941,"01-sailing"
"40","219005954-2",2021-11-14 02:11:17,591279.991005187,6373718.40920221,"01-sailing"
"41","219005954-2",2021-11-14 02:11:28,591313.427841875,6373743.32500903,"01-sailing"
"42","219005954-2",2021-11-14 02:11:37,591338.919055804,6373764.27644672,"01-sailing"
"43","219005954-2",2021-11-14 02:11:57,591388.607021537,6373821.07349712,"01-sailing"
"44","219005954-2",2021-11-14 02:12:07,591402.756123641,6373858.47529007,"01-sailing"
"45","219005954-2",2021-11-14 02:12:17,591413.948720371,6373894.02892571,"01-sailing"
"46","219005954-2",2021-11-14 02:12:28,591424.182322177,6373929.56106063,"01-sailing"
"47","219005954-2",2021-11-14 02:12:37,591434.358306416,6373964.98057088,"01-sailing"
"48","219005954-2",2021-11-14 02:12:58,591451.685967023,6374039.64947048,"01-sailing"
"49","219005954-2",2021-11-14 02:13:08,591461.901406545,6374073.28813802,"01-sailing"
"50","219005954-2",2021-11-14 02:13:17,591470.139257554,6374106.88239507,"01-sailing"
"51","219005954-2",2021-11-14 02:13:29,591484.243954194,6374146.17672987,"01-sailing"
"52","219005954-2",2021-11-14 02:13:38,591495.434920775,6374181.73061647,"01-sailing"
"53","219005954-2",2021-11-14 02:13:58,591517.776174602,6374254.61941348,"01-sailing"
"54","219005954-2",2021-11-14 02:14:07,591527.116846208,6374284.45224846,"01-sailing"
"55","219005954-2",2021-11-14 02:14:17,591539.265689264,6374320.02782881,"01-sailing"
"56","219005954-2",2021-11-14 02:14:29,591552.367628317,6374361.19308958,"01-sailing"
"57","219005954-2",2021-11-14 02:14:38,591559.71064344,6374389.19925936,"01-sailing"
"58","219005954-2",2021-11-14 02:14:58,591586.063802877,6374462.17878907,"01-sailing"
"59","219005954-2",2021-11-14 02:15:07,591599.232593926,6374497.66618117,"01-sailing"
"60","219005954-2",2021-11-14 02:15:17,591613.459788865,6374531.39562762,"01-sailing"
