"id","t","x","y","label"
"1","232020276-3",2021-11-17 14:05:46,445378.084330699,6206446.84678525,"01-sailing"
"2","232020276-3",2021-11-17 14:05:49,445379.495848387,6206449.94558503,"01-sailing"
"3","232020276-3",2021-11-17 14:05:54,445381.200545401,6206456.49128933,"01-sailing"
"4","232020276-3",2021-11-17 14:05:56,445381.554680509,6206459.82611065,"01-sailing"
"5","232020276-3",2021-11-17 14:05:59,445382.367933024,6206464.93607866,"01-sailing"
"6","232020276-3",2021-11-17 14:06:04,445383.599091334,6206473.4913705,"01-sailing"
"7","232020276-3",2021-11-17 14:06:07,445384.42221167,6206479.38038604,"01-sailing"
"8","232020276-3",2021-11-17 14:06:09,445384.973307983,6206483.4918839,"01-sailing"
"9","232020276-3",2021-11-17 14:06:14,445386.580052013,6206492.15372746,"01-sailing"
"10","232020276-3",2021-11-17 14:06:17,445387.166401766,6206499.04753669,"01-sailing"
"11","232020276-3",2021-11-17 14:06:20,445387.90709321,6206508.27690686,"01-sailing"
"12","232020276-3",2021-11-17 14:06:26,445391.480944503,6206519.58527376,"01-sailing"
"13","232020276-3",2021-11-17 14:06:30,445397.848448291,6206529.85645582,"01-sailing"
"14","232020276-3",2021-11-17 14:06:33,445401.363040501,6206536.49054814,"01-sailing"
"15","232020276-3",2021-11-17 14:06:37,445404.385764295,6206543.68742569,"01-sailing"
"16","232020276-3",2021-11-17 14:06:39,445407.346115058,6206550.88509534,"01-sailing"
"17","232020276-3",2021-11-17 14:06:42,445410.679225608,6206557.96673502,"01-sailing"
"18","232020276-3",2021-11-17 14:06:46,445414.424563127,6206568.04853438,"01-sailing"
"19","232020276-3",2021-11-17 14:06:50,445416.425132718,6206578.2637448,"01-sailing"
"20","232020276-3",2021-11-17 14:06:54,445416.812719867,6206589.16724655,"01-sailing"
"21","232020276-3",2021-11-17 14:06:56,445416.629518069,6206594.40115162,"01-sailing"
"22","232020276-3",2021-11-17 14:06:59,445416.419193455,6206602.41815816,"01-sailing"
"23","232020276-3",2021-11-17 14:07:04,445412.194784276,6206613.602696,"01-sailing"
"24","232020276-3",2021-11-17 14:07:09,445403.788227004,6206619.60863253,"01-sailing"
"25","232020276-3",2021-11-17 14:07:14,445396.222331629,6206623.04379693,"01-sailing"
"26","232020276-3",2021-11-17 14:07:16,445390.122114953,6206624.01157477,"01-sailing"
"27","232020276-3",2021-11-17 14:07:21,445379.422613552,6206626.26206431,"01-sailing"
"28","232020276-3",2021-11-17 14:07:22,445377.054261049,6206626.40339202,"01-sailing"
"29","232020276-3",2021-11-17 14:07:27,445365.097652467,6206627.89067853,"01-sailing"
