"id","t","x","y","label"
"1","219011225-2",2021-11-14 13:25:13,445249.765835755,6206917.09177893,"01-sailing"
"2","219011225-2",2021-11-14 13:25:16,445247.409097436,6206913.22585722,"01-sailing"
"3","219011225-2",2021-11-14 13:25:19,445244.649923444,6206907.13884132,"01-sailing"
"4","219011225-2",2021-11-14 13:25:23,445242.898372767,6206901.8181963,"01-sailing"
"5","219011225-2",2021-11-14 13:25:27,445241.739288106,6206894.04119346,"01-sailing"
"6","219011225-2",2021-11-14 13:25:29,445241.903868927,6206887.36047524,"01-sailing"
"7","219011225-2",2021-11-14 13:25:33,445242.914600448,6206878.55410664,"01-sailing"
"8","219011225-2",2021-11-14 13:25:35,445243.606336722,6206874.09289913,"01-sailing"
"9","219011225-2",2021-11-14 13:25:40,445246.174630068,6206865.15543006,"01-sailing"
"10","219011225-2",2021-11-14 13:25:43,445248.89593261,6206858.44222758,"01-sailing"
"11","219011225-2",2021-11-14 13:25:46,445252.831902759,6206849.15345518,"01-sailing"
"12","219011225-2",2021-11-14 13:25:50,445256.047857562,6206842.10004222,"01-sailing"
"13","219011225-2",2021-11-14 13:25:53,445259.198636559,6206834.82483899,"01-sailing"
"14","219011225-2",2021-11-14 13:25:56,445264.061559951,6206824.85644059,"01-sailing"
"15","219011225-2",2021-11-14 13:26:00,445267.711241299,6206817.57490738,"01-sailing"
"16","219011225-2",2021-11-14 13:26:03,445273.709397326,6206808.5938964,"01-sailing"
"17","219011225-2",2021-11-14 13:26:06,445278.743740953,6206802.29658288,"01-sailing"
"18","219011225-2",2021-11-14 13:26:10,445284.150844826,6206795.88323224,"01-sailing"
"19","219011225-2",2021-11-14 13:26:13,445289.688336332,6206789.91347501,"01-sailing"
"20","219011225-2",2021-11-14 13:26:16,445295.527753453,6206783.16071969,"01-sailing"
"21","219011225-2",2021-11-14 13:26:19,445302.073131326,6206773.05970009,"01-sailing"
"22","219011225-2",2021-11-14 13:26:23,445306.332399761,6206764.65736096,"01-sailing"
"23","219011225-2",2021-11-14 13:26:27,445310.363645412,6206753.02991884,"01-sailing"
"24","219011225-2",2021-11-14 13:26:29,445312.183830552,6206744.10198865,"01-sailing"
"25","219011225-2",2021-11-14 13:26:33,445311.029292047,6206731.76118696,"01-sailing"
"26","219011225-2",2021-11-14 13:26:35,445309.137501491,6206725.21788207,"01-sailing"
"27","219011225-2",2021-11-14 13:26:40,445305.163996206,6206711.91106436,"01-sailing"
"28","219011225-2",2021-11-14 13:26:43,445302.5381906,6206701.59252502,"01-sailing"
"29","219011225-2",2021-11-14 13:26:46,445298.359196953,6206686.84128636,"01-sailing"
"30","219011225-2",2021-11-14 13:26:53,445285.556297857,6206660.95718336,"01-sailing"
"31","219011225-2",2021-11-14 13:26:56,445277.57012582,6206650.92933781,"01-sailing"
"32","219011225-2",2021-11-14 13:27:00,445268.095709947,6206641.58826931,"01-sailing"
"33","219011225-2",2021-11-14 13:27:03,445254.104319724,6206630.18970111,"01-sailing"
"34","219011225-2",2021-11-14 13:27:06,445242.955924788,6206621.64912432,"01-sailing"
"35","219011225-2",2021-11-14 13:27:10,445228.149448635,6206609.92706337,"01-sailing"
"36","219011225-2",2021-11-14 13:27:13,445220.590981393,6206604.12367978,"01-sailing"
"37","219011225-2",2021-11-14 13:27:16,445209.062617145,6206595.14277661,"01-sailing"
"38","219011225-2",2021-11-14 13:27:19,445193.503358106,6206583.09647102,"01-sailing"
"39","219011225-2",2021-11-14 13:27:23,445180.924620375,6206574.90817201,"01-sailing"
"40","219011225-2",2021-11-14 13:27:27,445163.465938668,6206565.55758357,"01-sailing"
"41","219011225-2",2021-11-14 13:27:33,445136.476967479,6206552.32120033,"01-sailing"
"42","219011225-2",2021-11-14 13:27:35,445123.413294251,6206545.25234362,"01-sailing"
"43","219011225-2",2021-11-14 13:27:39,445105.69640602,6206535.23741011,"01-sailing"
"44","219011225-2",2021-11-14 13:27:43,445092.935940575,6206527.49691931,"01-sailing"
"45","219011225-2",2021-11-14 13:27:46,445075.710726244,6206516.91929038,"01-sailing"
"46","219011225-2",2021-11-14 13:27:50,445062.822587018,6206508.95789308,"01-sailing"
"47","219011225-2",2021-11-14 13:27:53,445045.967151087,6206498.04173559,"01-sailing"
