"id","t","x","y","label"
"1","219709000-2",2021-11-15 14:51:08,475700.250811569,6331219.44873724,"01-sailing"
"2","219709000-2",2021-11-15 14:51:11,475698.195532985,6331220.01743033,"01-sailing"
"3","219709000-2",2021-11-15 14:51:14,475695.466392586,6331219.25424619,"01-sailing"
"4","219709000-2",2021-11-15 14:51:17,475691.764589387,6331217.82886622,"01-sailing"
"5","219709000-2",2021-11-15 14:51:20,475688.490534856,6331217.06889355,"01-sailing"
"6","219709000-2",2021-11-15 14:51:24,475679.383770548,6331212.89233392,"01-sailing"
"7","219709000-2",2021-11-15 14:51:28,475670.523105124,6331209.38226635,"01-sailing"
"8","219709000-2",2021-11-15 14:51:29,475667.855154049,6331208.73006022,"01-sailing"
"9","219709000-2",2021-11-15 14:51:34,475654.324562658,6331203.91169616,"01-sailing"
"10","219709000-2",2021-11-15 14:51:36,475648.677386281,6331201.16197784,"01-sailing"
"11","219709000-2",2021-11-15 14:51:39,475640.53731295,6331196.64584352,"01-sailing"
"12","219709000-2",2021-11-15 14:51:43,475628.93689979,6331190.59165636,"01-sailing"
"13","219709000-2",2021-11-15 14:51:47,475619.583232218,6331185.63744251,"01-sailing"
"14","219709000-2",2021-11-15 14:51:50,475607.249628206,6331178.47444063,"01-sailing"
"15","219709000-2",2021-11-15 14:52:00,475574.628319852,6331160.41068379,"01-sailing"
"16","219709000-2",2021-11-15 14:52:11,475537.507142542,6331139.14554082,"01-sailing"
"17","219709000-2",2021-11-15 14:52:20,475510.94586932,6331122.0482812,"01-sailing"
"18","219709000-2",2021-11-15 14:52:29,475479.502260102,6331098.52359287,"01-sailing"
"19","219709000-2",2021-11-15 14:52:39,475447.881942386,6331075.89075446,"01-sailing"
"20","219709000-2",2021-11-15 14:52:50,475412.984137176,6331062.18328805,"01-sailing"
"21","219709000-2",2021-11-15 14:52:56,475396.976046247,6331068.51254067,"01-sailing"
"22","219709000-2",2021-11-15 14:53:00,475388.785967687,6331076.0197914,"01-sailing"
"23","219709000-2",2021-11-15 14:53:03,475384.28468438,6331082.72583245,"01-sailing"
"24","219709000-2",2021-11-15 14:53:06,475381.788120902,6331090.53313358,"01-sailing"
"25","219709000-2",2021-11-15 14:53:10,475382.278295596,6331101.662245,"01-sailing"
"26","219709000-2",2021-11-15 14:53:12,475383.584287328,6331107.44311892,"01-sailing"
"27","219709000-2",2021-11-15 14:53:18,475388.478953649,6331126.11576773,"01-sailing"
"28","219709000-2",2021-11-15 14:53:21,475391.744317323,6331135.55854117,"01-sailing"
"29","219709000-2",2021-11-15 14:53:23,475393.782152751,6331142.22562115,"01-sailing"
"30","219709000-2",2021-11-15 14:53:26,475396.809946568,6331152.44905617,"01-sailing"
"31","219709000-2",2021-11-15 14:53:30,475400.888893371,6331166.33980434,"01-sailing"
"32","219709000-2",2021-11-15 14:53:33,475403.495479931,6331177.01103414,"01-sailing"
"33","219709000-2",2021-11-15 14:53:36,475405.862519972,6331188.12897329,"01-sailing"
"34","219709000-2",2021-11-15 14:53:40,475409.221478503,6331203.13722029,"01-sailing"
"35","219709000-2",2021-11-15 14:53:43,475410.659759625,6331210.80976123,"01-sailing"
"36","219709000-2",2021-11-15 14:53:46,475413.297437108,6331226.7128684,"01-sailing"
"37","219709000-2",2021-11-15 14:53:50,475415.507302355,6331241.9506017,"01-sailing"
"38","219709000-2",2021-11-15 14:53:53,475416.781811622,6331252.62976908,"01-sailing"
"39","219709000-2",2021-11-15 14:54:00,475418.817043716,6331279.22321936,"01-sailing"
"40","219709000-2",2021-11-15 14:54:06,475417.079284355,6331302.61083532,"01-sailing"
"41","219709000-2",2021-11-15 14:54:10,475414.31718186,6331316.65364021,"01-sailing"
"42","219709000-2",2021-11-15 14:54:13,475412.269037034,6331328.57711038,"01-sailing"
"43","219709000-2",2021-11-15 14:54:16,475410.343980503,6331340.83381014,"01-sailing"
"44","219709000-2",2021-11-15 14:54:21,475406.398892784,6331359.55911985,"01-sailing"
"45","219709000-2",2021-11-15 14:54:23,475405.235745773,6331367.58111221,"01-sailing"
