n,id,t,x,y,label
"335","c827a6",2020-06-01 06:48:40,19461953.782999374,-4511986.443976425,"03-sailing"
"336","c827a6",2020-06-01 06:48:50,19462475.90234892,-4509719.45132915,"03-sailing"
"337","c827a6",2020-06-01 06:49:00,19462994.344801635,-4507472.542165827,"03-sailing"
"338","c827a6",2020-06-01 06:49:10,19463526.080650575,-4505186.937037176,"03-sailing"
"339","c827a6",2020-06-01 06:49:20,19464002.94588532,-4503117.370577885,"03-sailing"
"340","c827a6",2020-06-01 06:49:30,19464523.085367337,-4500891.347761198,"03-sailing"
"341","c827a6",2020-06-01 06:49:40,19465034.881121945,-4498705.059181158,"03-sailing"
"342","c827a6",2020-06-01 06:49:50,19465525.181172017,-4496577.943883825,"03-sailing"
"343","c827a6",2020-06-01 06:50:00,19466019.582376245,-4494435.387073389,"03-sailing"
"344","c827a6",2020-06-01 06:50:10,19466490.50800842,-4492396.743388026,"03-sailing"
"345","c827a6",2020-06-01 06:50:20,19466975.716970574,-4490296.98658171,"03-sailing"
"346","c827a6",2020-06-01 06:50:30,19467460.925932735,-4488217.206335273,"03-sailing"
"347","c827a6",2020-06-01 06:50:40,19467906.113287114,-4486330.981986775,"03-sailing"
"348","c827a6",2020-06-01 06:50:50,19468371.523574043,-4484319.541481782,"03-sailing"
"349","c827a6",2020-06-01 06:51:00,19468796.912253194,-4482468.982291825,"03-sailing"
"350","c827a6",2020-06-01 06:51:10,19469248.887724794,-4480508.005377174,"03-sailing"
"351","c827a6",2020-06-01 06:51:20,19469714.580849946,-4478527.420374801,"03-sailing"
"352","c827a6",2020-06-01 06:51:30,19470166.13206422,-4476632.7300549215,"03-sailing"
"353","c827a6",2020-06-01 06:51:40,19470598.167441484,-4474803.053640034,"03-sailing"
"354","c827a6",2020-06-01 06:51:50,19471067.678882565,-4472816.163569057,"03-sailing"
"355","c827a6",2020-06-01 06:52:00,19471503.532575767,-4470940.831777788,"03-sailing"
"356","c827a6",2020-06-01 06:52:10,19471940.800460055,-4469081.667703127,"03-sailing"
"357","c827a6",2020-06-01 06:52:20,19472379.48253543,-4467201.252924331,"03-sailing"
"358","c827a6",2020-06-01 06:52:30,19472804.871214584,-4465405.73713933,"03-sailing"
"359","c827a6",2020-06-01 06:52:40,19473233.936790567,-4463538.768117026,"03-sailing"
"360","c827a6",2020-06-01 06:52:50,19473656.779925756,-4461741.816086699,"03-sailing"
"361","c827a6",2020-06-01 06:53:00,19474313.81310506,-4459938.776613416,"03-sailing"
"362","c827a6",2020-06-01 06:53:10,19475317.323100828,-4458434.745311517,"03-sailing"
"363","c827a6",2020-06-01 06:53:20,19476387.441496823,-4457128.196446568,"03-sailing"
"364","c827a6",2020-06-01 06:53:30,19477598.979001574,-4455688.146417317,"03-sailing"
"365","c827a6",2020-06-01 06:53:40,19478720.432534046,-4454333.634238235,"03-sailing"
"366","c827a6",2020-06-01 06:53:50,19479817.137722485,-4453014.597593275,"03-sailing"
"367","c827a6",2020-06-01 06:54:00,19480933.78300526,-4451656.746533034,"03-sailing"
"368","c827a6",2020-06-01 06:54:10,19482061.600397628,-4450302.209344203,"03-sailing"
"369","c827a6",2020-06-01 06:54:20,19483180.366967034,-4448954.556886921,"03-sailing"
"370","c827a6",2020-06-01 06:54:30,19484370.974443693,-4447536.832943445,"03-sailing"
"371","c827a6",2020-06-01 06:54:40,19485385.797968157,-4446310.846452641,"03-sailing"
"372","c827a6",2020-06-01 06:54:50,19486459.16900365,-4445014.775559313,"03-sailing"
"373","c827a6",2020-06-01 06:55:00,19487428.455575097,-4443808.231468906,"03-sailing"
"374","c827a6",2020-06-01 06:55:10,19488172.03724896,-4442416.29425384,"03-sailing"
"375","c827a6",2020-06-01 06:55:20,19488411.318380985,-4440955.962948463,"03-sailing"
"376","c827a6",2020-06-01 06:55:30,19488013.930685367,-4439385.411985611,"03-sailing"
"377","c827a6",2020-06-01 06:55:40,19487467.487249114,-4437975.348326704,"03-sailing"
"378","c827a6",2020-06-01 06:55:50,19487062.0386643,-4436777.282264331,"03-sailing"
"379","c827a6",2020-06-01 06:56:00,19486669.883475702,-4435505.836764334,"03-sailing"
"380","c827a6",2020-06-01 06:56:10,19486264.43489089,-4434221.572095105,"03-sailing"
"381","c827a6",2020-06-01 06:56:20,19485805.812721178,-4433034.738462882,"03-sailing"
"382","c827a6",2020-06-01 06:56:30,19485074.675928883,-4432165.775084758,"03-sailing"
"383","c827a6",2020-06-01 06:56:40,19484024.497627225,-4431685.930287131,"03-sailing"
"384","c827a6",2020-06-01 06:56:50,19482994.259419903,-4431822.100254227,"03-sailing"
"385","c827a6",2020-06-01 06:57:00,19482055.095118627,-4432158.425946747,"03-sailing"
"386","c827a6",2020-06-01 06:57:10,19481113.24385428,-4432496.491563644,"03-sailing"
"387","c827a6",2020-06-01 06:57:20,19480279.153950807,-4432783.33701458,"03-sailing"
"388","c827a6",2020-06-01 06:57:30,19479405.042439554,-4433073.648935674,"03-sailing"
"389","c827a6",2020-06-01 06:57:40,19478554.265081253,-4433358.996763657,"03-sailing"
"390","c827a6",2020-06-01 06:57:50,19477742.095139638,-4433644.244176622,"03-sailing"
"391","c827a6",2020-06-01 06:58:00,19476885.943855204,-4433936.2010633685,"03-sailing"
"392","c827a6",2020-06-01 06:58:10,19476035.166496895,-4434228.057889598,"03-sailing"
"393","c827a6",2020-06-01 06:58:20,19475205.036328476,-4434517.976954505,"03-sailing"
"394","c827a6",2020-06-01 06:58:30,19474365.855337087,-4434811.363225614,"03-sailing"
"395","c827a6",2020-06-01 06:58:40,19473500.653229687,-4435111.13584188,"03-sailing"
"396","c827a6",2020-06-01 06:58:50,19472700.50391232,-4435391.781715529,"03-sailing"
"397","c827a6",2020-06-01 06:59:00,19471932.880989965,-4435653.299328168,"03-sailing"
"398","c827a6",2020-06-01 06:59:10,19471100.205277584,-4435940.338278389,"03-sailing"
"399","c827a6",2020-06-01 06:59:20,19470306.56123922,-4436227.38499884,"03-sailing"
"400","c827a6",2020-06-01 06:59:30,19469499.906642847,-4436508.060417186,"03-sailing"
"401","c827a6",2020-06-01 06:59:40,19468763.678762637,-4436770.794910522,"03-sailing"
"402","c827a6",2020-06-01 06:59:50,19467990.681914154,-4437050.295335607,"03-sailing"
